metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
废水排放总量,4,review_add_alias_or_rule,wastewater_discharge,废水排放量,废水排放总量,1.0,accepted,schema_match_validated,万吨;立方米,水污染物;水资源利用,污染物排放;量化数据绩效表-环境绩效;水资源利用,page_51.png;page_51_left.png;page_37.png;page_58.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告,"[{""field_key"": ""wastewater_discharge"", ""name_cn"": ""废水排放量"", ""alias"": ""废水排放总量"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
研发人员人数,3,review_add_alias_or_rule,r_and_d_personnel_count,研发人员数量,研发人员人数,1.0,accepted,schema_match_validated,人,,社会绩效;研发创新,page_49_left.png;page_60.png;page_60_left.png,003_002083_孚日股份_2025_孚日股份：社会责任报告;004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""r_and_d_personnel_count"", ""name_cn"": ""研发人员数量"", ""alias"": ""研发人员人数"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
社会公益投入,3,review_add_alias_or_rule,public_welfare_investment,公益投入金额,社会公益投入,1.0,accepted,schema_match_validated,万元,,ESG 绩效数据表-社会绩效;社会贡献;2024年度环境、社会及治理（ESG）报告-供应商与信息安全/创新/社会贡献数据,page_42_right.png;page_49.png;page_49_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""public_welfare_investment"", ""name_cn"": ""公益投入金额"", ""alias"": ""社会公益投入"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
对外捐赠金额,2,review_add_alias_or_rule,public_welfare_investment,公益投入金额,对外捐赠金额,1.0,accepted,schema_match_validated,万元,,ESG 数据表－社会维度-社会贡献;附表 3 ESG 数据表－社会贡献,page_52.png;page_52_left.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""public_welfare_investment"", ""name_cn"": ""公益投入金额"", ""alias"": ""对外捐赠金额"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
生产安全事故数,2,review_add_alias_or_rule,safety_accident_count,安全生产事故数量,生产安全事故数,1.0,accepted,schema_match_validated,次,职业健康与安全生产,社会绩效,page_43.png;page_43_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""生产安全事故数"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
培训总时长,2,review_add_alias_or_rule,training_total_hours,员工培训总时长,培训总时长,1.0,accepted,schema_match_validated,小时,专项培训课程,2024年培训体系开展情况,page_41.png;page_41_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""training_total_hours"", ""name_cn"": ""员工培训总时长"", ""alias"": ""培训总时长"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
安全事故数,2,review_add_alias_or_rule,safety_accident_count,安全生产事故数量,安全事故数,1.0,accepted,schema_match_validated,次,社会绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""安全事故数"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
董事会成员人数,2,review_add_alias_or_rule,board_size,董事会人数,董事会成员人数,1.0,accepted,schema_match_validated,人,三会治理,治理绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""board_size"", ""name_cn"": ""董事会人数"", ""alias"": ""董事会成员人数"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
安全与质量培训总时长,2,review_add_alias_or_rule,training_total_hours,员工培训总时长,安全与质量培训总时长,0.92,accepted,schema_match_validated,小时,员工健康与安全,员工健康与安全,page_50.png;page_50_right.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""training_total_hours"", ""name_cn"": ""员工培训总时长"", ""alias"": ""培训总时长"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
合规培训总时长,2,review_add_alias_or_rule,training_total_hours,员工培训总时长,合规培训总时长,0.92,accepted,schema_match_validated,小时,合规管理,治理绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""training_total_hours"", ""name_cn"": ""员工培训总时长"", ""alias"": ""培训总时长"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
安全培训总时长,1,review_add_alias_or_rule,training_total_hours,员工培训总时长,安全培训总时长,1.0,accepted,schema_match_validated,小时,职业健康与安全生产,社会绩效,page_43.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告,"[{""field_key"": ""training_total_hours"", ""name_cn"": ""员工培训总时长"", ""alias"": ""安全培训总时长"", ""score"": 1.0, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
有害废弃物循环利用量,1,review_add_alias_or_rule,hazardous_waste,危险废弃物产生量,有害废弃物循环利用量,0.92,accepted,schema_match_validated,吨,按废弃物类型分类,循环经济,page_51.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""hazardous_waste"", ""name_cn"": ""危险废弃物产生量"", ""alias"": ""有害废弃物"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
有害废弃物密度（以单位营收计算）,1,review_add_alias_or_rule,hazardous_waste,危险废弃物产生量,有害废弃物密度（以单位营收计算）,0.92,accepted,schema_match_validated,吨/亿元,,废弃物处理,page_51_left.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""hazardous_waste"", ""name_cn"": ""危险废弃物产生量"", ""alias"": ""有害废弃物"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
清洁能源使用总量（沼气）,1,review_add_alias_or_rule,energy_consumption_total,能源消耗总量,清洁能源使用总量（沼气）,0.92,accepted,schema_match_validated,兆瓦时,,能源利用,page_51_right.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""energy_consumption_total"", ""name_cn"": ""能源消耗总量"", ""alias"": ""能源使用总量"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
万人死亡的生产安全事故,1,review_add_alias_or_rule,safety_accident_count,安全生产事故数量,万人死亡的生产安全事故,0.92,accepted,schema_match_validated,次,,职业健康与安全-定量披露项,page_53.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""生产安全事故"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
致人员死亡的生产安全事故发生,1,review_add_alias_or_rule,safety_accident_count,安全生产事故数量,致人员死亡的生产安全事故发生,0.92,accepted,schema_match_validated,次,,职业健康与安全-定量披露项,page_53_left.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""生产安全事故"", ""score"": 0.92, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
兆瓦时,1,review_add_alias_or_rule,energy_consumption_total,能源消耗总量,兆瓦时,0.86,accepted,schema_match_validated,兆瓦时,清洁能源使用总量（含气）,能源利用,page_51.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""energy_consumption_total"", ""name_cn"": ""能源消耗总量"", ""alias"": ""能源使用总量"", ""score"": 0.86, ""validator_status"": ""accepted"", ""validator_reason"": ""schema_match_validated""}]"
劳动合同签订率,21,keep_unknown,,,,0,,no_candidate,%,员工权益保障;社会绩效;基本权益;员工,社会绩效;量化数据绩效表-社会绩效;2024环境、社会及公司治理（ESG）报告-员工构成与培训数据;社会绩效-员工权益;关键绩效-社会绩效,page_43.png;page_43_right.png;page_37.png;page_37_right.png;page_48_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
营业收入,20,keep_unknown,,,,0,,no_candidate,亿元;万元,经济绩效;经营绩效,附表1 ESG 数据表－经济维度;附表 1 ESG 数据表－经济维度;经济绩效;关键绩效表-经济绩效;关键绩效,page_50.png;page_50_right.png;page_53.png;page_53_left.png;page_44.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告,[]
供应商总数,18,keep_unknown,,,,0,,no_candidate,家;个,供应链安全;研发与创新,社会绩效-供应商管理;社会绩效;供应链;ESG 数据表;供应链安全,page_53.png;page_53_right.png;page_49_left.png;page_60.png;page_60_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;005_600521_华海药业_2024_华海药业：浙江华海药业股份有限公司2024年度企业社会责任报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
财务人员,15,keep_unknown,,,,0,,no_candidate,%;人;人次;小时,河钢资源员工构成;其中，按照岗位统计,量化数据绩效表-员工构成与教育程度;量化数据绩效表-环境绩效;ESG 数据表;关键绩效表-社会范畴;社会范畴,page_34.png;page_37.png;page_37_left.png;page_49.png;page_49_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
资产总额,14,keep_unknown,,,,0,,no_candidate,亿元;万元,经济绩效;经营绩效,附表1 ESG 数据表－经济维度;附表 1 ESG 数据表－经济维度;经济绩效;关键绩效表-经济绩效;关键绩效-经济绩效,page_50.png;page_50_right.png;page_44.png;page_44_left.png;page_57.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
销售人员,14,keep_unknown,,,,0,,no_candidate,人;人次;小时,其中，按照岗位统计,量化数据绩效表-环境绩效;ESG 数据表;关键绩效表-社会范畴;社会范畴;按年龄划分,page_37.png;page_37_left.png;page_49.png;page_49_right.png;page_48.png,002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
利润总额,13,keep_unknown,,,,0,,no_candidate,亿元;万元,经营绩效,附表1 ESG 数据表－经济维度;附表 1 ESG 数据表－经济维度;关键绩效表;关键绩效-经济绩效;关键绩效表-经济绩效,page_50.png;page_50_right.png;page_36_right.png;page_65.png;page_65_left.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
纳税总额,12,keep_unknown,,,,0,,no_candidate,万元;亿元,,经济绩效;关键绩效表-经济绩效;关键绩效;关键绩效表;经济表现,page_53.png;page_53_left.png;page_36.png;page_36_right.png;page_45.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告,[]
按年龄,12,keep_unknown,,,,0,,no_candidate,人,员工雇佣;员工流失率,员工雇佣情况;员工雇佣情况及员工流失情况表;S1: 员工权益,page_54.png;page_54_right.png;page_40.png;page_40_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,[]
行政人员,12,keep_unknown,,,,0,,no_candidate,%;人;人次;小时,河钢资源员工构成;按专业构成;其中，按照岗位统计,量化数据绩效表-员工构成与教育程度;2024环境、社会及公司治理（ESG）报告-员工构成与培训数据;关键绩效表-社会范畴;社会范畴;员工画像,page_34.png;page_37_right.png;page_49.png;page_49_right.png;page_94.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
本科,12,keep_unknown,,,,0,,no_candidate,人,按教育程度划分员工数;创新驱动;研发与创新;劳动关系管理;按学历划分,关键绩效表-社会范畴;社会范畴;按教育程度划分员工数;创新驱动;按年龄划分,page_49.png;page_49_right.png;page_50.png;page_50_left.png;page_50_right.png,004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
按性别划分,11,keep_unknown,,,,0,,no_candidate,人;女性,员工;职业发展,员工数据;附表 4 ESG 数据表－治理维度;S2: 人才发展;S2：人才发展,page_53.png;page_54.png;page_40.png;page_40_right.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,[]
生产人员,11,keep_unknown,,,,0,,no_candidate,%;人;人次;小时,河钢资源员工构成;其中，按照岗位统计,量化数据绩效表-员工构成与教育程度;关键绩效表-社会范畴;社会范畴;员工画像;员工培训与发展,page_34.png;page_49.png;page_49_right.png;page_94.png;page_94_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;004_600206_有研新材_2024_有研新材：有研新材料股份有限公司2024年度环境、社会及治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
按性别,10,review_candidate_rejected,female_employees,女性员工人数,按性别,0.86,rejected,forbidden_keyword_hit,人,员工雇佣;员工流失率,员工雇佣情况;员工雇佣情况及员工流失情况表;S1: 员工权益,page_54.png;page_54_right.png;page_40.png;page_40_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""female_employees"", ""name_cn"": ""女性员工人数"", ""alias"": ""女性员工"", ""score"": 0.86, ""validator_status"": ""rejected"", ""validator_reason"": ""forbidden_keyword_hit""}, {""field_key"": ""female_employee_ratio"", ""name_cn"": ""女性员工比例"", ""alias"": ""女性员工比例"", ""score"": 0.86, ""validator_status"": ""rejected"", ""validator_reason"": ""unit_type_mismatch:percentage""}]"
50岁以上,10,keep_unknown,,,,0,,no_candidate,人;%,其中，按照年龄统计,社会绩效;ESG绩效表-社会绩效;员工画像;员工流失;新入职员工,page_52_right.png;page_53_left.png;page_94.png;page_94_right.png;page_95.png,005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
按学历,9,keep_unknown,,,,0,,no_candidate,人,员工雇佣,员工雇佣情况;员工雇佣情况及员工流失情况表;S1: 员工权益,page_54.png;page_54_right.png;page_40.png;page_40_left.png,001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告;003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,[]
汽油,9,keep_unknown,,,,0,,no_candidate,升;吨,环境管理;能源管理,量化数据绩效表-环境绩效;治理绩效-环境绩效;环境绩效;2024能源消耗;环境管理,page_48_left.png;page_66.png;page_66_right.png;page_78.png;page_78_left.png,003_002083_孚日股份_2025_孚日股份：社会责任报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
柴油,8,keep_unknown,,,,0,,no_candidate,吨;升,环境管理;能源管理,能源利用;量化数据绩效表-环境绩效;2024能源消耗;环境管理;中国一重2024年环境，社会和治理（ESG）报告-公司治理,page_51_right.png;page_48_left.png;page_78.png;page_78_left.png;page_54.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
客户满意度,8,keep_unknown,,,,0,,no_candidate,%,客户;经营绩效,ESG 数据表－社会维度-客户服务与隐私保护;治理绩效;社会绩效;关键绩效表;客户服务,page_52.png;page_44.png;page_44_left.png;page_49_left.png;page_31.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告;010_002913_奥士康_2025_奥士康：社会责任报告,[]
硕士,8,keep_unknown,,,,0,,no_candidate,人,按教育程度划分员工数;创新驱动;研发与创新;劳动关系管理;按学历划分,按教育程度划分员工数;创新驱动;中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放;按学历划分的员工数;绩效表,page_50.png;page_50_left.png;page_50_right.png;page_55.png;page_56.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告,[]
技术人员（研发人员）,8,keep_unknown,,,,0,,no_candidate,人;人次;小时,其中，按照岗位统计,员工画像;员工培训与发展,page_94.png;page_94_right.png;page_96.png;page_96_right.png;page_97.png,010_002913_奥士康_2025_奥士康：社会责任报告,[]
中国内地,8,keep_unknown,,,,0,,no_candidate,人;%,其中，按照地区统计,员工画像;员工流失;新入职员工,page_94.png;page_94_right.png;page_95.png;page_95_left.png;page_95_right.png,010_002913_奥士康_2025_奥士康：社会责任报告,[]
海外地区,8,keep_unknown,,,,0,,no_candidate,人;%,其中，按照地区统计,员工画像;员工流失;新入职员工,page_94.png;page_94_right.png;page_95.png;page_95_left.png;page_95_right.png,010_002913_奥士康_2025_奥士康：社会责任报告,[]
30至50岁,7,keep_unknown,,,,0,,no_candidate,人;%,,ESG 数据表-员工数据;附表 4 ESG 数据表－治理维度;社会绩效;ESG绩效表-社会绩效,page_53_right.png;page_54.png;page_54_left.png;page_52_right.png;page_53_left.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;005_002302_西部建设_2024_西部建设：2024年度环境、社会和公司治理（ESG）报告,[]
人均带薪休假天数,7,keep_unknown,,,,0,,no_candidate,天,薪酬激励政策;员工权益保障;社会保障;社会保障与福利,量化数据绩效表-薪酬福利政策;社会绩效;关键绩效表-社会绩效;ESG 数据表;员工相关绩效数据,page_34.png;page_43.png;page_43_right.png;page_45.png;page_45_right.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告;012_600713_南京医药_2024_南京医药：南京医药2024年环境、社会和公司治理（ESG）报告,[]
产品合格率,7,keep_unknown,,,,0,,no_candidate,%,,量化数据绩效表-社会绩效;2024环境、社会及公司治理（ESG）报告-员工构成与培训数据;社会绩效;产品和服务安全与质量;关键绩效表-经济绩效,page_37.png;page_37_right.png;page_49_left.png;page_51.png;page_51_left.png,002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
女性董事占比,6,review_candidate_rejected,female_directors,女性董事人数,女性董事占比,0.92,rejected,forbidden_keyword_hit,%,公司治理;三会治理,治理绩效;关键绩效表,page_44.png;page_44_left.png;page_49_right.png;page_47.png;page_47_left.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告;009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""female_directors"", ""name_cn"": ""女性董事人数"", ""alias"": ""女性董事"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""forbidden_keyword_hit""}]"
安全培训覆盖率,6,review_candidate_rejected,training_coverage_rate,员工培训覆盖率,安全培训覆盖率,0.92,rejected,forbidden_keyword_hit,%,,量化数据绩效表-社会绩效;2024环境、社会及公司治理（ESG）报告-员工构成与培训数据;社会绩效;安全培训指标,page_37.png;page_37_right.png;page_48_right.png;page_66.png;page_66_left.png,002_600072_中船科技_2024_中船科技：中船科技股份有限公司2024年度环境、社会及公司治理（ESG）报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,"[{""field_key"": ""training_coverage_rate"", ""name_cn"": ""员工培训覆盖率"", ""alias"": ""培训覆盖率"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""forbidden_keyword_hit""}]"
安全生产事故数,6,review_candidate_rejected,safety_accident_count,安全生产事故数量,安全生产事故数,0.92,rejected,required_keyword_missing,起,员工健康与安全;职业健康与安全生产;安全生产,员工健康与安全;中国一重2024年环境，社会和治理（ESG）报告-绩效表;中国一重2024年环境，社会和治理（ESG）报告-员工培训与发展与安全生产及职业健康;关键绩效表-社会;关键绩效表,page_50.png;page_50_right.png;page_57.png;page_57_left.png;page_31.png,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告;009_601106_中国一重_2024_中国一重：中国第一重型机械股份公司2024年度ESG报告;012_600713_南京医药_2024_南京医药：南京医药2024年环境、社会和公司治理（ESG）报告,"[{""field_key"": ""safety_accident_count"", ""name_cn"": ""安全生产事故数量"", ""alias"": ""安全生产事故数量"", ""score"": 0.92, ""validator_status"": ""rejected"", ""validator_reason"": ""required_keyword_missing""}]"
按员工类别划分,6,review_candidate_rejected,total_employees,员工总数,按员工类别划分,0.86,rejected,forbidden_keyword_hit,,职业发展;员工培训,S2: 人才发展,page_40.png,003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,"[{""field_key"": ""total_employees"", ""name_cn"": ""员工总数"", ""alias"": ""员工人数"", ""score"": 0.86, ""validator_status"": ""rejected"", ""validator_reason"": ""forbidden_keyword_hit""}]"
客户投诉解决率,6,keep_unknown,,,,0,,no_candidate,%,客户,ESG 数据表－社会维度-客户服务与隐私保护;ESG 数据表-客户服务与隐私保护;治理绩效;产品和服务安全与质量,page_52.png;page_52_right.png;page_44.png;page_44_left.png;page_51.png,001_000858_五_粮_液_2024_五_粮_液：2024年度环境、社会及公司治理（ESG）报告;002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告,[]
员工满意度,6,keep_unknown,,,,0,,no_candidate,%,员工;社会绩效,员工生活-社会绩效;社会绩效;附录 - 关键绩效表;ESG绩效数据表;关键绩效表-社会绩效,page_38.png;page_48_right.png;page_31.png;page_31_right.png;page_45.png,002_000923_河钢资源_2024_河钢资源：2024年度环境、社会及公司治理报告;003_002083_孚日股份_2025_孚日股份：社会责任报告;007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告;007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
