metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
污染物排放达标情况,1,keep_unknown,,,,0,,no_candidate,%,,环境绩效,page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
一般固体废物产生量,1,keep_unknown,,,,0,,no_candidate,吨,,环境绩效,page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
总经理助理、副总经理,1,keep_unknown,,,,0,,no_candidate,,职位层级,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
业务经理,1,keep_unknown,,,,0,,no_candidate,,职位层级,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
部长,1,keep_unknown,,,,0,,no_candidate,,职位层级,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
副部长/部长助理,1,keep_unknown,,,,0,,no_candidate,,职位层级,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
专员,1,keep_unknown,,,,0,,no_candidate,,职位层级,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
适合于管理岗位的行政晋升通道,1,keep_unknown,,,,0,,no_candidate,,适用岗位,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
适合于职能技术等岗位的晋升通道,1,keep_unknown,,,,0,,no_candidate,,适用岗位,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
适合于工艺技术、设备工程技术岗位的晋升通道,1,keep_unknown,,,,0,,no_candidate,,适用岗位,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
适合于生产岗位的专业晋升通道,1,keep_unknown,,,,0,,no_candidate,,适用岗位,嘉麟杰岗位晋升通道,page_21_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
安全生严责任制度12项；安全生产管理制度43项；岗位安全操作规程57项,1,keep_unknown,,,,0,,no_candidate,,,安全生产管理-安全生产管理,page_22.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
2024年公司开展各类安全检查：33次；安全整改完成率：100%,1,keep_unknown,,,,0,,no_candidate,,,安全生产管理-安全生产管理,page_22.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
员工安全培训时长,1,keep_unknown,,,,0,,no_candidate,小时,,安全培训指标,page_22_right.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
户外运动服装 冲锋衣 纺织品 基于消费者体验的通用技术要求 多功能针织产品 针织成衣布,1,keep_unknown,,,,0,,no_candidate,,国家标准,标准化工作进展表,page_26.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
针织抛光烧面料 针织复合服用面料 针织呢绒面料 水洗整理针织服装 热湿性能针织内衣 针织羽绒服装 植物染料染色针织服装 针织行业工厂评价要求 阻燃针织服装,1,keep_unknown,,,,0,,no_candidate,,行业标准,标准化工作进展表,page_26.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
纺织用相变调温快干及其应用功能评价 纺织定形机电气治理技术规范 阻燃保暖针织服装 纺织品抗菌、抗病毒及其功能评价 产品碳足迹产品种类规则 毛织物,1,keep_unknown,,,,0,,no_candidate,,团体标准,标准化工作进展表,page_26.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
海外客户接待次数,1,keep_unknown,,,,0,,no_candidate,次,客户关系管理,量化数据绩效表-客户关系管理,page_27.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
客户拜访次数,1,keep_unknown,,,,0,,no_candidate,次,客户关系管理,量化数据绩效表-客户关系管理,page_27.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
出差访问总次数,1,keep_unknown,,,,0,,no_candidate,次,客户关系管理,量化数据绩效表-客户关系管理,page_27.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
人均客户,1,keep_unknown,,,,0,,no_candidate,位,客户关系管理,量化数据绩效表-客户关系管理,page_27.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
潜在客户,1,keep_unknown,,,,0,,no_candidate,位,客户关系管理,量化数据绩效表-客户关系管理,page_27.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
调节客户总数,1,keep_unknown,,,,0,,no_candidate,,,客户满意度,page_28.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
调查客户总数,1,keep_unknown,,,,0,,no_candidate,,,客户满意度,page_28_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
吸纳就业,1,keep_unknown,,,,0,,no_candidate,人,社会绩效,附录 - 关键绩效表,page_31.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
新增就业,1,keep_unknown,,,,0,,no_candidate,人,社会绩效,ESG绩效数据表,page_31_right.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
召开薪酬与考核委员会会议次数,1,keep_unknown,,,,0,,no_candidate,次,,量化数据绩效表-治理绩效,page_37_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
提名委员会会议次数,1,keep_unknown,,,,0,,no_candidate,次,,量化数据绩效表-治理绩效,page_37_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
战略委员会会议次数,1,keep_unknown,,,,0,,no_candidate,次,,量化数据绩效表-治理绩效,page_37_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
审计委员会会议次数,1,keep_unknown,,,,0,,no_candidate,次,,量化数据绩效表-治理绩效,page_37_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
全体董事出勤率,1,keep_unknown,,,,0,,no_candidate,%,,量化数据绩效表-治理绩效,page_37_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
完成的投资者交流活动数量,1,keep_unknown,,,,0,,no_candidate,场,投资者关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
公司调研参与人次,1,keep_unknown,,,,0,,no_candidate,人次,投资者关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
回答投资者关心的问题条数,1,keep_unknown,,,,0,,no_candidate,条,投资者关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
发布投资者关系记录表数量,1,keep_unknown,,,,0,,no_candidate,份,投资者关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
券商研究覆盖公司数量,1,keep_unknown,,,,0,,no_candidate,家,投资者关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年度权益分派实施公告披露次数,1,keep_unknown,,,,0,,no_candidate,次,公共关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
每股分红金额,1,keep_unknown,,,,0,,no_candidate,元,公共关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
合计分红金额,1,keep_unknown,,,,0,,no_candidate,亿元,公共关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
占归属于上市公司股东净利润的比例,1,keep_unknown,,,,0,,no_candidate,%,公共关系,2024年投资者关系与公共关系关键绩效,page_38.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
公司重大合同履约率,1,keep_unknown,,,,0,,no_candidate,%,合同管理,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
审核经济合同数量,1,keep_unknown,,,,0,,no_candidate,件,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
处理法律咨询数量,1,keep_unknown,,,,0,,no_candidate,件,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
外埠合同咨询反馈次数,1,keep_unknown,,,,0,,no_candidate,起,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
出具商标证照数量,1,keep_unknown,,,,0,,no_candidate,余起,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
新闻宣传审核数量,1,keep_unknown,,,,0,,no_candidate,件,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
银行渠道产品审核数量,1,keep_unknown,,,,0,,no_candidate,余件,合规审查,合同管理与合规审查绩效表,page_39_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年使用水电总量,1,keep_unknown,,,,0,,no_candidate,立方米,,关键绩效表-环保绩效,page_45.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
环保控制覆盖率,1,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-环保绩效,page_45.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
残疾人雇员人数,1,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年度新聘职业病病例,1,keep_unknown,,,,0,,no_candidate,例,,关键绩效表-社会绩效,page_45.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
残疾人雇佣人数,1,keep_unknown,,,,0,,no_candidate,人,,ESG 数据表,page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年度新增职业病病例,1,keep_unknown,,,,0,,no_candidate,例,,ESG 数据表,page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
全球服务贸易理事会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
信息技术应用创新工作委员会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中国软件行业协会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中国国际投资促进会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中关村金融科技产业发展联盟,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中国建筑节能协会建筑调适与运维委员会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
上海市总部企业促进会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中关村金融科技产业发展联盟（一带一路）专委会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
中国国际投资促进会“企业出海咨询服务工作委员会”,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
北京软件和信息服务业协会国际合作工作委员会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
上海市浦东新区外商投资协会,1,keep_unknown,,,,0,,no_candidate,,,博彦科技加入的部分行业协会,page_40.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
开展了线上/线下审核的供应商总数,1,keep_unknown,,,,0,,no_candidate,家,,供应链管理绩效表,page_41_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
海外创造就业机会,1,keep_unknown,,,,0,,no_candidate,人,,ESG 绩效数据表-社会绩效,page_42_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
年报公告数量,1,keep_unknown,,,,0,,no_candidate,份,,治理绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
互动平台回复总量,1,keep_unknown,,,,0,,no_candidate,条,,治理绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
投资者热线接听总次数,1,keep_unknown,,,,0,,no_candidate,次,,治理绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
投资者热线问题 / 投资者解答率,1,keep_unknown,,,,0,,no_candidate,%,,治理绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
监管部门对发行人或其雇员提出已审结的资本诉讼案件的数目,1,keep_unknown,,,,0,,no_candidate,件,,商业道德,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因公司不正当竞争行为导致诉讼成重大的行政处分事件,1,keep_unknown,,,,0,,no_candidate,件,,商业道德,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
参与反腐培训人次,1,keep_unknown,,,,0,,no_candidate,人次,,商业道德,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
环保违法事件与处罚,1,keep_unknown,,,,0,,no_candidate,件,,环境绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
获颁 ISO 14001 环境管理体系的企业家数（含母公司）,1,keep_unknown,,,,0,,no_candidate,家,,环境绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
办公室耗电,1,keep_unknown,,,,0,,no_candidate,千瓦时,,环境绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
外购冷量,1,keep_unknown,,,,0,,no_candidate,兆瓦时,,环境绩效,page_47.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
董事会大会召开次数,1,keep_unknown,,,,0,,no_candidate,次,三会治理,治理绩效,page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
信披公告数量,1,keep_unknown,,,,0,,no_candidate,份,三会治理,治理绩效,page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
互动易回复总数量,1,keep_unknown,,,,0,,no_candidate,条,投资者关系管理,治理绩效,page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
投资者热线接待总次数,1,keep_unknown,,,,0,,no_candidate,次,投资者关系管理,治理绩效,page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
投资者热线问题 / 投诉解决率,1,keep_unknown,,,,0,,no_candidate,%,投资者关系管理,治理绩效,page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
监管部门对发行人或其雇员提出并已审结的贪污诉讼案件的数目,1,keep_unknown,,,,0,,no_candidate,件,,商业道德,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因公司不正当竞争行为导致诉讼或重大行政处罚事件,1,keep_unknown,,,,0,,no_candidate,件,,商业道德,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
环保违法违规事件与处罚,1,keep_unknown,,,,0,,no_candidate,件,,环境合规管理,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
获得ISO 14001环境管理体系的企业家数（含母公司）,1,keep_unknown,,,,0,,no_candidate,家,,环境合规管理,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
办公室用纸,1,keep_unknown,,,,0,,no_candidate,吨,,绿色运营,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
外购冷力,1,keep_unknown,,,,0,,no_candidate,兆瓦时,,能源管理,page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——按学历划分,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——按岗位划分,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在中台工作的员工,1,keep_unknown,,,,0,,no_candidate,人,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在港台发备工作的员工,1,keep_unknown,,,,0,,no_candidate,人,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在其他国家和地区,1,keep_unknown,,,,0,,no_candidate,人,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——按岗位类型划分,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——按专业构成类别,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——多样性,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
——绩效管理,1,keep_unknown,,,,0,,no_candidate,,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
核心岗位员工绩效考核覆盖率,1,keep_unknown,,,,0,,no_candidate,%,,按年龄划分,page_48.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在中国大陆工作的员工,1,keep_unknown,,,,0,,no_candidate,人,,2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_48_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在港澳台工作的员工,1,keep_unknown,,,,0,,no_candidate,人,,2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_48_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
在其他国家和地区的员工,1,keep_unknown,,,,0,,no_candidate,人,,2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_48_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
核心岗位员工绩效考核率,1,keep_unknown,,,,0,,no_candidate,%,,2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_48_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
数据安全 / 客户隐私保护相关检测次数,1,keep_unknown,,,,0,,no_candidate,次,,信息安全与隐私保护,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
年度新增获软件著作权数量,1,keep_unknown,,,,0,,no_candidate,件,,创新驱动,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因工伤缺失工作日数,1,keep_unknown,,,,0,,no_candidate,天,,职业健康与安全,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
客户投诉满意度,1,keep_unknown,,,,0,,no_candidate,%,,职业健康与安全,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
涉及市监局的违规事件,1,keep_unknown,,,,0,,no_candidate,件,,职业健康与安全,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
内向供应商,1,keep_unknown,,,,0,,no_candidate,家,,供应链管理 *,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
升级了现场审核内供应商数量,1,keep_unknown,,,,0,,no_candidate,家,,供应链管理 *,page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
客户抽样调查满意度,1,keep_unknown,,,,0,,no_candidate,%,,产品与服务,page_49_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
涉及市场营销的违规事件,1,keep_unknown,,,,0,,no_candidate,件,,产品与服务,page_49_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
内地供应商,1,keep_unknown,,,,0,,no_candidate,家,,供应链管理 *,page_49_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
开展了现场审核的供应商数量,1,keep_unknown,,,,0,,no_candidate,家,,供应链管理 *,page_49_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因不合格被中止合作的总部供应商,1,keep_unknown,,,,0,,no_candidate,家,,2024年度环境、社会及治理（ESG）报告-供应商与信息安全/创新/社会贡献数据,page_49_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因不合格被否决的潜在总部供应商,1,keep_unknown,,,,0,,no_candidate,家,,2024年度环境、社会及治理（ESG）报告-供应商与信息安全/创新/社会贡献数据,page_49_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
数据安全 / 客户隐私保护相关培训次数,1,keep_unknown,,,,0,,no_candidate,次,,2024年度环境、社会及治理（ESG）报告-供应商与信息安全/创新/社会贡献数据,page_49_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
年度新增获得软件著作权数量,1,keep_unknown,,,,0,,no_candidate,件,,2024年度环境、社会及治理（ESG）报告-供应商与信息安全/创新/社会贡献数据,page_49_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
线上线下宣传次数,1,keep_unknown,,,,0,,no_candidate,次,,消费者金融知识宣传教育普及活动数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
发放宣传资料数量,1,keep_unknown,,,,0,,no_candidate,万份,,消费者金融知识宣传教育普及活动数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
大型集中宣传活动次数,1,keep_unknown,,,,0,,no_candidate,次,,消费者金融知识宣传教育普及活动数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
宣传受众人数,1,keep_unknown,,,,0,,no_candidate,万人,,消费者金融知识宣传教育普及活动数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
组织线上线下培训场次,1,keep_unknown,,,,0,,no_candidate,场,,消费者权益保护培训教育力度数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
共受理投诉件数,1,keep_unknown,,,,0,,no_candidate,件,,投诉处理情况数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
各项消费投诉办结率,1,keep_unknown,,,,0,,no_candidate,%,,投诉处理情况数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
投诉地区分布（西安市）,1,keep_unknown,,,,0,,no_candidate,件,,投诉处理情况数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
陕西省内分行（17家）,1,keep_unknown,,,,0,,no_candidate,家,,投诉处理情况数据表,page_21.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
劳动合同签约率（%）,1,keep_unknown,,,,0,,no_candidate,%,经济类,关键绩效表-经济类,page_30.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
反向催收培训次数（次）,1,keep_unknown,,,,0,,no_candidate,次,经济类,关键绩效表-经济类,page_30.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
反向催收培训覆盖人次（人）,1,keep_unknown,,,,0,,no_candidate,人,经济类,关键绩效表-经济类,page_30.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
投资教育活动（次）,1,keep_unknown,,,,0,,no_candidate,次,经济类,关键绩效表-经济类,page_30.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
绿色贷款余额（千元）,1,keep_unknown,,,,0,,no_candidate,千元,环境类,关键绩效表-环境类,page_30.png,008_600928_西安银行_2024_西安银行：西安银行股份有限公司2024年社会责任(ESG)报告,[]
